,template_name,task_type,filename,original_template,human_translation,gpt_few_shot,gpt_one_shot,gpt_zero_shot,mistral_few_shot,mistral_zero_shot
267,"C1 or C2? premise, so/because…",sentence completion,super_glue_copa.yaml,"""{{ answer_choices[0] }}"" or ""{{ answer_choices[1] }}""? {{ premise }} {% if question == ""cause"" %} because {% else %} so {% endif %} ||| {% if label != -1 %}{{ answer_choices[label] }}{% endif %}","
""{{ answer_choices[0] }}"" o ""{{ answer_choices[1] }}""? {{ premise }} {% if question == ""causa"" %} perchÃ¨ {% else %} quindi {% endif %} ||| {% if label != -1 %}{{ answer_choices[label] }}{% endif %}
","""{{ answer_choices[0] }}"" o ""{{ answer_choices[1] }}""? {{ premise }} {% if question == ""cause"" %} perchÃ© {% else %} quindi {% endif %} ||| {% if label != -1 %}{{ answer_choices[label] }}{% endif %}","""{{ answer_choices[0] }}"" o ""{{ answer_choices[1] }}""? {{ premise }} {% if question == ""cause"" %} perchÃ© {% else %} quindi {% endif %} ||| {% if label != -1 %}{{ answer_choices[label] }}{% endif %}","""{{ answer_choices[0] }}"" o ""{{ answer_choices[1] }}""? {{ premise }} {% if question == ""cause"" %} perchÃ© {% else %} quindi {% endif %} ||| {% if label != -1 %}{{ answer_choices[label] }}{% endif %}","""{{ answer_choices[0] }}"" o ""{{ answer_choices[1] }}""? {{ premise }} {% if question == ""cause"" %} perché {% else %} allora {% endif %} ||| {% if label != -1 %}{{ answer_choices[label] }}{% endif %}","""{{ answer_choices[0] }}"" o ""{{ answer_choices[1] }}""? {{ premise }} {% if question == ""cause"" %} perché {% else %} allora {% endif %} ||| {% if label != -1 %}{{ answer_choices[label] }}{% endif %}"
268,"…As a result, C1 or C2?",sentence completion,super_glue_copa.yaml,"{% if question == ""effect"" %} 
{{ premise }} As a result, ""{{ answer_choices[0] }}"" or ""{{ answer_choices[1] }}""? ||| {% if label != -1 %}{{ answer_choices[label] }}{%endif%}
{% endif %}","
{% if question == ""conseguenza"" %} 

{{ premise }} Come risultato, ""{{ answer_choices[0] }}"" o ""{{ answer_choices[1] }}""? ||| {% if label != -1 %}{{ answer_choices[label] }}{%endif%}

{% endif %}
","{% if question == ""effetto"" %} 
{{ premise }} Di conseguenza, ""{{ answer_choices[0] }}"" o ""{{ answer_choices[1] }}""? ||| {% if label != -1 %}{{ answer_choices[label] }}{%endif%}
{% endif %}","{% if question == ""effetto"" %} 
{{ premise }} Di conseguenza, ""{{ answer_choices[0] }}"" o ""{{ answer_choices[1] }}""? ||| {% if label != -1 %}{{ answer_choices[label] }}{%endif%}
{% endif %}","{% if question == ""effetto"" %} 
{{ premise }} Di conseguenza, ""{{ answer_choices[0] }}"" o ""{{ answer_choices[1] }}""? ||| {% if label != -1 %}{{ answer_choices[label] }}{%endif%}
{% endif %}","{% if question == ""effetto"" %}
{{ premise }} Di conseguenza, ""{{ answer_choices[0] }}"" o ""{{ answer_choices[1] }}""? ||| {% if label != -1 %}{{ answer_choices[label] }}{%endif%}
{% endif %}","{% if question == ""effetto"" %}
{{ premise }} Di conseguenza, ""{{ answer_choices[0] }}"" o ""{{ answer_choices[1] }}""? ||| {% if label != -1 %}{{ answer_choices[label] }}{%endif%}
{% endif %}"
269,best_option,sentence completion,super_glue_copa.yaml,"{{ premise }} 

What's the best option?
- {{choice1}}
- {{choice2}}

We are looking for {% if question == ""cause"" %} a cause {% else %} an effect {% endif %}
||| {% if label != -1 %}{{answer_choices[label]}}{%endif%}","
{{ premise }} 



Qual'Ã¨ la migliore opzione?

- {{choice1}}

- {{choice2}}



Stiamo cercando {% if question == ""cause"" %} una causa {% else %} una conseguenza {% endif %}

||| {% if label != -1 %}{{answer_choices[label]}}{%endif%}
","{{ premise }} 

Qual Ã¨ l'opzione migliore?
- {{choice1}}
- {{choice2}}

Stiamo cercando {% if question == ""cause"" %} una causa {% else %} un effetto {% endif %}
||| {% if label != -1 %}{{answer_choices[label]}}{%endif%}","{{ premise }} 

Qual Ã¨ l'opzione migliore?
- {{choice1}}
- {{choice2}}

Stiamo cercando {% if question == ""cause"" %} una causa {% else %} un effetto {% endif %}
||| {% if label != -1 %}{{answer_choices[label]}}{%endif%}","{{ premise }} 

Qual Ã¨ l'opzione migliore?
- {{choice1}}
- {{choice2}}

Stiamo cercando {% if question == ""cause"" %} una causa {% else %} un effetto {% endif %}
||| {% if label != -1 %}{{answer_choices[label]}}{%endif%}","Quale è l'opzione migliore?
- {{choice1}}
- {{choice2}}

 Cerchiamo {% if question == ""cause"" %} una causa {% else %} un effetto {% endif %}
||| {% if label != -1 %}{{answer_choices[label]}}{%endif%}","{{ premise }}

Quale è l'opzione migliore?
- {{choice1}}
- {{choice2}}

Stiamo cercando {% if question == ""cause"" %} una causa {% else %} un effetto {% endif %}
||| {% if label != -1 %}{{answer_choices[label]}}{%endif%}"
270,…which may be caused by,sentence completion,super_glue_copa.yaml,"{% if question == ""cause"" %} 
{{ premise }} Which may be caused by ""{{ answer_choices[0] }}"" or ""{{ answer_choices[1] }}""? ||| {% if label != -1 %}{{ answer_choices[label] }}{%endif%}
{% endif %}","
{% if question == ""cause"" %} 

{{ premise }} Che potrebbe essere causato da ""{{ answer_choices[0] }}"" o ""{{ answer_choices[1] }}""? ||| {% if label != -1 %}{{ answer_choices[label] }}{%endif%}

{% endif %}
","{% if question == ""cause"" %} 
{{ premise }} Che potrebbe essere causato da ""{{ answer_choices[0] }}"" o ""{{ answer_choices[1] }}""? ||| {% if label != -1 %}{{ answer_choices[label] }}{%endif%}
{% endif %}","{% if question == ""cause"" %} 
{{ premise }} Che potrebbe essere causato da ""{{ answer_choices[0] }}"" o ""{{ answer_choices[1] }}""? ||| {% if label != -1 %}{{ answer_choices[label] }}{%endif%}
{% endif %}","{% if question == ""cause"" %} 
{{ premise }} Che potrebbe essere causato da ""{{ answer_choices[0] }}"" o ""{{ answer_choices[1] }}""? ||| {% if label != -1 %}{{ answer_choices[label] }}{%endif%}
{% endif %}","{% if question == ""cause"" %}
{{ premise }} Che potrebbe essere causato da ""{{ answer_choices[0] }}"" o ""{{ answer_choices[1] }}""? ||| {% if label != -1 %}{{ answer_choices[label] }}{%endif%}
{% endif %}","{% if question == ""cause"" %}
{{ premise }} Che potrebbe essere causato da ""{{ answer_choices[0] }}"" o ""{{ answer_choices[1] }}""? ||| {% if label != -1 %}{{ answer_choices[label] }}{%endif%}
{% endif %}"
271,more likely,sentence completion,super_glue_copa.yaml,"Pick the more likely continuation to the following sentence:
{{ premise }} {% if question == ""cause"" %} as a result of: {% else %} as a consequence: {% endif %}
- {{choice1}}
- {{choice2}} ||| {% if label != -1 %}{{ answer_choices[label] }}{%endif%}","
Scegli la continuazione piÃ¹ probabile della frase qui sotto:

{{ premise }} {% if question == ""causa"" %} come risultato di: {% else %} come conseguenza: {% endif %}

- {{choice1}}

- {{choice2}} ||| {% if label != -1 %}{{ answer_choices[label] }}{%endif%}
","Scegli la continuazione piÃ¹ probabile della seguente frase:  
{{ premise }} {% if question == ""cause"" %} come risultato di: {% else %} come conseguenza: {% endif %}  
- {{choice1}}  
- {{choice2}} ||| {% if label != -1 %}{{ answer_choices[label] }}{%endif%}","Scegli la continuazione piÃ¹ probabile della seguente frase:  
{{ premise }} {% if question == ""cause"" %} come risultato di: {% else %} come conseguenza: {% endif %}  
- {{choice1}}  
- {{choice2}} ||| {% if label != -1 %}{{ answer_choices[label] }}{%endif%}","Scegli la continuazione piÃ¹ probabile della seguente frase:  
{{ premise }} {% if question == ""cause"" %} come risultato di: {% else %} come conseguenza: {% endif %}  
- {{choice1}}  
- {{choice2}} ||| {% if label != -1 %}{{ answer_choices[label] }}{%endif%}","Scegli la continuazione più probabile della seguente frase:
{{ premise }} {% if question == ""cause"" %} come conseguenza di: {% else %} come conseguenza: {% endif %}
- {{choice1}}
- {{choice2}} ||| {% if label != -1 %}{{ answer_choices[label] }}{%endif%}","Scegli la continuazione più probabile della frase seguente:
{{ premise }} {% if question == ""cause"" %} come conseguenza di: {% else %} come conseguenza: {% endif %}
- {{choice1}}
- {{choice2}} ||| {% if label != -1 %}{{ answer_choices[label] }}{%endif%}"
272,cause_effect,sentence completion,super_glue_copa.yaml,"{{ premise }}

Select the most plausible {% if question == ""cause"" %} cause: {% else %} effect: {% endif %}
- {{choice1}}
- {{choice2}} ||| {% if label != -1 %}{{ answer_choices[label] }}{%endif%}","
{{ premise }}



Seleziona la piÃ¹ plausibile {% if question == ""causa"" %} causa: {% else %} conseguenza: {% endif %}

- {{choice1}}

- {{choice2}} ||| {% if label != -1 %}{{ answer_choices[label] }}{%endif%}
","{{ premise }}

Seleziona la {% if question == ""cause"" %} causa piÃ¹ plausibile: {% else %} effetto: {% endif %}
- {{choice1}}
- {{choice2}} ||| {% if label != -1 %}{{ answer_choices[label] }}{%endif%}","{{ premise }}

Seleziona la {% if question == ""cause"" %} causa piÃ¹ plausibile: {% else %} effetto: {% endif %}
- {{choice1}}
- {{choice2}} ||| {% if label != -1 %}{{ answer_choices[label] }}{%endif%}","{{ premise }}

Seleziona la causa piÃ¹ plausibile {% if question == ""cause"" %} causa: {% else %} effetto: {% endif %}
- {{choice1}}
- {{choice2}} ||| {% if label != -1 %}{{ answer_choices[label] }}{%endif%}","Seleziona la causa più probabile {% if question == ""cause"" %}: {% else %}: effetto {% endif %}
- {{choice1}}
- {{choice2}} ||| {% if label != -1 %}{{ answer_choices[label] }}{%endif%}","{{ premise }}

Seleziona l'opzione più probabile {% if question == ""cause"" %} causa: {% else %} effetto: {% endif %}
- {{choice1}}
- {{choice2}} ||| {% if label != -1 %}{{ answer_choices[label] }}{%endif%}"
273,…why? C1 or C2,sentence completion,super_glue_copa.yaml,"{% if question == ""cause"" %} 
{{ premise }} Why? ""{{ answer_choices[0] }}"" or ""{{ answer_choices[1] }}""? ||| {% if label != -1 %}{{ answer_choices[label] }}{%endif%}
{% endif %}","
{% if question == ""causa"" %} 

{{ premise }} PerchÃ¨? ""{{ answer_choices[0] }}"" o ""{{ answer_choices[1] }}""? ||| {% if label != -1 %}{{ answer_choices[label] }}{%endif%}

{% endif %}
","{% if question == ""cause"" %} 
{{ premise }} PerchÃ©? ""{{ answer_choices[0] }}"" o ""{{ answer_choices[1] }}""? ||| {% if label != -1 %}{{ answer_choices[label] }}{%endif%}
{% endif %}","{% if question == ""causa"" %} 
{{ premise }} PerchÃ©? ""{{ answer_choices[0] }}"" o ""{{ answer_choices[1] }}""? ||| {% if label != -1 %}{{ answer_choices[label] }}{%endif%}
{% endif %}","{% if question == ""cause"" %} 
{{ premise }} PerchÃ©? ""{{ answer_choices[0] }}"" o ""{{ answer_choices[1] }}""? ||| {% if label != -1 %}{{ answer_choices[label] }}{%endif%}
{% endif %}","{% if question == ""cause"" %}
{{ premise }} Perché? ""{{ answer_choices[0] }}"" o ""{{ answer_choices[1] }}""? ||| {% if label != -1 %}{{ answer_choices[label] }}{%endif%}
{% endif %}","{% if question == ""cause"" %}
{{ premise }} Perché? ""{{ answer_choices[0] }}"" o ""{{ answer_choices[1] }}""? ||| {% if label != -1 %}{{ answer_choices[label] }}{%endif%}
{% endif %}"
274,choose,sentence completion,super_glue_copa.yaml,"{{ premise }} {% if question == ""cause"" %} because... {% else %} so... {% endif %}
Choose between:
- {{choice1}}
- {{choice2}} ||| {% if label != -1 %}{{ answer_choices[label] }}{%endif%}","
{{ premise }} {% if question == ""causa"" %} perchÃ¨... {% else %} quindi... {% endif %}

Scegli fra:

- {{choice1}}

- {{choice2}} ||| {% if label != -1 %}{{ answer_choices[label] }}{%endif%}
","{{ premise }} {% if question == ""cause"" %} perchÃ©... {% else %} quindi... {% endif %}
Scegli tra:
- {{choice1}}
- {{choice2}} ||| {% if label != -1 %}{{ answer_choices[label] }}{%endif%}","{{ premise }} {% if question == ""cause"" %} perchÃ©... {% else %} quindi... {% endif %}
Scegli tra:
- {{choice1}}
- {{choice2}} ||| {% if label != -1 %}{{ answer_choices[label] }}{%endif%}","{{ premise }} {% if question == ""cause"" %} perchÃ©... {% else %} quindi... {% endif %}
Scegli tra:
- {{choice1}}
- {{choice2}} ||| {% if label != -1 %}{{ answer_choices[label] }}{%endif%}","{{ premise }} {% if question == ""cause"" %} perché... {% else %} quindi... {% endif %}
Scegli tra:
- {{choice1}}
- {{choice2}} ||| {% if label != -1 %}{{ answer_choices[label] }}{%endif%}","{{ premise }} {% if question == ""cause"" %} perché... {% else %} allora... {% endif %}
Choose between:
- {{choice1}}
- {{choice2}} ||| {% if label != -1 %}{{ answer_choices[label] }}{%endif%}"
275,MNLI crowdsource,textual entailment,super_glue_rte.yaml,"{{premise}} Using only the above description and what you know about the world, is ""{{hypothesis}}"" definitely correct? Yes or no? ||| {% if label != -1 %}{{ answer_choices[label] }}{% endif %}","
{{premise}} Usando solo a descrizione qui sopra e ciÃ² che sai riguardo al mondo, ""{{hypothesis}}"" Ã¨ sicuramente vero? SÃ¬ o no? ||| {% if label != -1 %}{{ answer_choices[label] }}{% endif %}
","{{premise}} Usando solo la descrizione sopra e ciÃ² che sai sul mondo, Ã¨ ""{{hypothesis}}"" sicuramente corretto? SÃ¬ o no? ||| {% if label != -1 %}{{ answer_choices[label] }}{% endif %}","{{premise}} Usando solo la descrizione sopra e ciÃ² che sai sul mondo, Ã¨ ""{{hypothesis}}"" sicuramente corretto? SÃ¬ o no? ||| {% if label != -1 %}{{ answer_choices[label] }}{% endif %}","{{premise}} Usando solo la descrizione sopra e ciÃ² che sai sul mondo, Ã¨ ""{{hypothesis}}"" sicuramente corretto? SÃ¬ o no? ||| {% if label != -1 %}{{ answer_choices[label] }}{% endif %}","{{premise}} Utilizzando solo la descrizione sopra indicata e ciò che sai del mondo, ""{{hypothesis}}"" è certamente corretto? Sì o no? ||| {% if label != -1 %}{{ answer_choices[label] }}{% endif %}","Utilizzando solo la descrizione sopra indicata e ciò che conosci del mondo, ""{{hypothesis}}"" è certamente corretto? Sì o no? ||| {% if label != -1 %}{{ answer_choices[label] }}{% endif %}"
276,guaranteed true,textual entailment,super_glue_rte.yaml,"Given {{premise}} Is it guaranteed true that ""{{hypothesis}}""? Yes or no? ||| {% if label != -1 %}{{ answer_choices[label] }}{% endif %}","
Dato {{premise}} Ãˆ sicuramente vero che ""{{hypothesis}}""? SÃ¬ o no? ||| {% if label != -1 %}{{ answer_choices[label] }}{% endif %}
","Dato {{premise}} Ãˆ garantito che ""{{hypothesis}}"" sia vero? SÃ¬ o no? ||| {% if label != -1 %}{{ answer_choices[label] }}{% endif %}","Dato {{premise}} Ãˆ garantito che ""{{hypothesis}}"" sia vero? SÃ¬ o no? ||| {% if label != -1 %}{{ answer_choices[label] }}{% endif %}","Dato {{premise}} Ãˆ garantito che ""{{hypothesis}}"" sia vero? SÃ¬ o no? ||| {% if label != -1 %}{{ answer_choices[label] }}{% endif %}","Dato {{premessa}}, è garantito vero che ""{{ipotesi}}""? Sì o no? ||| {% if label != -1 %}{{ answer_choices[label] }}{% endif %}","Dato {{premessa}}, è garantito vero che ""{{ipotesi}}""? Sì o no? ||| {% if risposta_scelte[label] != -1 %}{{ risposta_scelte[label] }}{% endif %}"
277,can we infer,textual entailment,super_glue_rte.yaml,"Suppose {{premise}} Can we infer that ""{{hypothesis}}""? Yes or no? ||| {% if label != -1 %}{{ answer_choices[label] }}{% endif %}","
Supponi {{premise}} Possiamo concludere che ""{{hypothesis}}""? SÃ¬ o no? ||| {% if label != -1 %}{{ answer_choices[label] }}{% endif %}
","Supponiamo {{premise}} Possiamo dedurre che ""{{hypothesis}}""? SÃ¬ o no? ||| {% if label != -1 %}{{ answer_choices[label] }}{% endif %}","Supponiamo {{premise}} Possiamo dedurre che ""{{hypothesis}}""? SÃ¬ o no? ||| {% if label != -1 %}{{ answer_choices[label] }}{% endif %}","Supponiamo {{premise}} Possiamo dedurre che ""{{hypothesis}}""? SÃ¬ o no? ||| {% if label != -1 %}{{ answer_choices[label] }}{% endif %}","Supponiamo {{premise}} Possiamo dedurre che ""{{hypothesis}}""? Sì o no? ||| {% if label != -1 %}{{ answer_choices[label] }}{% endif %}","Supponiamo {{premise}} Possiamo dedurre che ""{{hypothesis}}""? Sì o no? ||| {% if label != -1 %}{{ answer_choices[label] }}{% endif %}"
278,GPT-3 style,textual entailment,super_glue_rte.yaml,"{{premise}}
Question: {{hypothesis}} True or False? ||| {% if label != -1 %}{{ answer_choices[label] }}{% endif %}","
{{premise}}

Domanda: {{hypothesis}} Vero o Falso? ||| {% if label != -1 %}{{ answer_choices[label] }}{% endif %}
","{{premessa}}  
Domanda: {{ipotesi}} Vero o Falso? ||| {% if label != -1 %}{{ answer_choices[label] }}{% endif %}","{{premise}}  
Domanda: {{hypothesis}} Vero o Falso? ||| {% if label != -1 %}{{ answer_choices[label] }}{% endif %}","{{premise}}  
Domanda: {{hypothesis}} Vero o Falso? ||| {% if label != -1 %}{{ answer_choices[label] }}{% endif %}","{{premise}}
Domanda: {{hypothesis}} Vero o Falso? ||| {% if label != -1 %}{{ answer_choices[label] }}{% endif %}","{{premessa}}
Domanda: {{ipotesi}} Vero o Falso? ||| {% if etichetta != -1 %}{{ opzioni_risposte[etichetta] }}{% endif %}"
279,does this imply,textual entailment,super_glue_rte.yaml,"{{premise}} 

Question: Does this imply that ""{{hypothesis}}""? Yes or no? ||| {% if label != -1 %}{{answer_choices[label]}}{% endif %}","
{{premise}} 



Domanda: Questo implica che ""{{hypothesis}}""? SÃ¬ o no? ||| {% if label != -1 %}{{answer_choices[label]}}{% endif %}
","{{premessa}} 

Domanda: Questo implica che ""{{ipotesi}}""? SÃ¬ o no? ||| {% if label != -1 %}{{answer_choices[label]}}{% endif %}","{{premise}} 

Domanda: Questo implica che ""{{hypothesis}}""? SÃ¬ o no? ||| {% if label != -1 %}{{answer_choices[label]}}{% endif %}","{{premise}} 

Domanda: Questo implica che ""{{hypothesis}}""? SÃ¬ o no? ||| {% if label != -1 %}{{answer_choices[label]}}{% endif %}","{{premise}}

Domanda: Questo implica che ""{{hypothesis}}""? Sì o no? ||| {% if label != -1 %}{{answer_choices[label]}}{% endif %}","{{premessa}}

Question: Questo implica che ""{{ipotesi}}""? Sì o no? ||| {% if etichetta != -1 %}{{scelte_risposte[etichetta]}}{% endif %}"
280,should assume,textual entailment,super_glue_rte.yaml,"Given {{premise}} Should we assume that ""{{hypothesis}}"" is true? Yes or no? ||| {% if label != -1 %}{{ answer_choices[label] }}{% endif %}","
Dato {{premise}} Possiamo assumere che sia vero ""{{hypothesis}}""? SÃ¬ o no? ||| {% if label != -1 %}{{ answer_choices[label] }}{% endif %}
","Dato {{premise}} Dobbiamo assumere che ""{{hypothesis}}"" sia vero? SÃ¬ o no? ||| {% if label != -1 %}{{ answer_choices[label] }}{% endif %}","Data {{premise}} Dobbiamo assumere che ""{{hypothesis}}"" sia vero? SÃ¬ o no? ||| {% if label != -1 %}{{ answer_choices[label] }}{% endif %}","Data {{premise}} Dobbiamo assumere che ""{{hypothesis}}"" sia vero? SÃ¬ o no? ||| {% if label != -1 %}{{ answer_choices[label] }}{% endif %}","Dato {{premise}} Dovremmo supporre che ""{{hypothesis}}"" sia vero? Sì o no? ||| {% if label != -1 %}{{ answer_choices[label] }}{% endif %}","Dato {{premessa}} Dovremmo supporre che ""{{ipotesi}}"" sia vera? Sì o no? ||| {% if etichetta != -1 %}{{ scelte_risposte[etichetta] }}{% endif %}"
281,does it follow that,textual entailment,super_glue_rte.yaml,Given that {{premise}} Does it follow that {{hypothesis}} Yes or no? ||| {% if label != -1 %}{{ answer_choices[label] }}{% endif %},"
Dato che {{premise}} Segue che {{hypothesis}} SÃ¬ o no? ||| {% if label != -1 %}{{ answer_choices[label] }}{% endif %}
",Dato che {{premise}} Segue che {{hypothesis}} SÃ¬ o no? ||| {% if label != -1 %}{{ answer_choices[label] }}{% endif %},Dato che {{premise}} Ne consegue che {{hypothesis}} SÃ¬ o no? ||| {% if label != -1 %}{{ answer_choices[label] }}{% endif %},Dato che {{premise}} Ne consegue che {{hypothesis}} SÃ¬ o no? ||| {% if label != -1 %}{{ answer_choices[label] }}{% endif %},Dato che {{premise}} Segue che {{hypotesis}} Sì o no? ||| {% if label != -1 %}{{ answer_choices[label] }}{% endif %},"Dato che {{premessa}}, segue che {{ipotesi}}? Sì o no? ||| {% if risposta_scelte[label] != -1 %}{{ risposta_scelte[label] }}{% endif %}"
282,based on the previous passage,textual entailment,super_glue_rte.yaml,"{{premise}} Based on the previous passage, is it true that ""{{hypothesis}}""? Yes or no? ||| {% if label != -1 %}{{ answer_choices[label] }}{% endif %}","
{{premise}} Basandosi sul passaggio precedente, Ã¨ vero che ""{{hypothesis}}""? SÃ¬ o no? ||| {% if label != -1 %}{{ answer_choices[label] }}{% endif %}
","{{premise}} Basato sul passaggio precedente, Ã¨ vero che ""{{hypothesis}}""? SÃ¬ o no? ||| {% if label != -1 %}{{ answer_choices[label] }}{% endif %}","{{premise}} Basato sul passaggio precedente, Ã¨ vero che ""{{hypothesis}}""? SÃ¬ o no? ||| {% if label != -1 %}{{ answer_choices[label] }}{% endif %}","{{premise}} Basato sul passaggio precedente, Ã¨ vero che ""{{hypothesis}}""? SÃ¬ o no? ||| {% if label != -1 %}{{ answer_choices[label] }}{% endif %}","{{premessa}} In base al passaggio precedente, è vero che ""{{ipotesi}}""? Sì o no? ||| {% if label != -1 %}{{ answer_choices[label] }}{% endif %}","{{premessa}} In base al passaggio precedente, è vero che ""{{ipotesi}}""? Sì o no? ||| {% if risposta_scelte[label] != -1 %}{{ risposta_scelte[label] }}{% endif %}"
283,justified in saying,textual entailment,super_glue_rte.yaml,"{{premise}} Are we justified in saying that ""{{hypothesis}}""? Yes or no? ||| {% if label != -1 %}{{ answer_choices[label] }}{% endif %}","
{{premise}} Siamo giustificati nel dire che ""{{hypothesis}}""? SÃ¬ o no? ||| {% if label != -1 %}{{ answer_choices[label] }}{% endif %}
","{{premise}} Siamo giustificati nel dire che ""{{hypothesis}}""? SÃ¬ o no? ||| {% if label != -1 %}{{ answer_choices[label] }}{% endif %}","{{premise}} Siamo giustificati nel dire che ""{{hypothesis}}""? SÃ¬ o no? ||| {% if label != -1 %}{{ answer_choices[label] }}{% endif %}","{{premise}} Siamo giustificati nel dire che ""{{hypothesis}}""? SÃ¬ o no? ||| {% if label != -1 %}{{ answer_choices[label] }}{% endif %}","{{premise}} Siamo giustificati a dire che ""{{hypothesis}}""? Sì o no? ||| {% if label != -1 %}{{ answer_choices[label] }}{% endif %}","📝 {{premise}} Siamo giustificati a dire che ""{{hypothesis}}""? Sì o no? ||| {% if label != -1 %}{{ answer_choices[label] }}{% endif %}"
284,must be true,textual entailment,super_glue_rte.yaml,"Given that {{premise}} Therefore, it must be true that ""{{hypothesis}}""? Yes or no? ||| {% if label != -1 %}{{ answer_choices[label] }}{% endif %}","
Dato che {{premise}} PerciÃ², deve essere vero che ""{{hypothesis}}""? SÃ¬ o no? ||| {% if label != -1 %}{{ answer_choices[label] }}{% endif %}
","Dato che {{premise}} Pertanto, deve essere vero che ""{{hypothesis}}""? SÃ¬ o no? ||| {% if label != -1 %}{{ answer_choices[label] }}{% endif %}","Dato che {{premise}} Pertanto, deve essere vero che ""{{hypothesis}}""? SÃ¬ o no? ||| {% if label != -1 %}{{ answer_choices[label] }}{% endif %}","Dato che {{premise}} Pertanto, deve essere vero che ""{{hypothesis}}""? SÃ¬ o no? ||| {% if label != -1 %}{{ answer_choices[label] }}{% endif %}","Dato che {{premise}}, quindi deve essere vero che ""{{hypothesis}}""? Sì o no? ||| {% if label != -1 %}{{ answer_choices[label] }}{% endif %}","Dato che {{premise}} quindi deve essere vero che ""{{hypothesis}}""? Sì o no? ||| {% if label != -1 %}{{ answer_choices[label] }}{% endif %}"
285,can we infer,natural language inference,super_glue_cb.yaml,"Suppose {{premise}} Can we infer that ""{{hypothesis}}""? Yes, no, or maybe? ||| {% if label !=-1 %}{{ answer_choices[label] }}{% endif %} ","
Supponi {{premise}} Si puÃ² concludere che ""{{hypothesis}}""? SÃ¬, no, o forse? ||| {% if label !=-1 %}{{ answer_choices[label] }}{% endif %} 
","Supponiamo {{premise}} Possiamo dedurre che ""{{hypothesis}}""? SÃ¬, no o forse? ||| {% if label !=-1 %}{{ answer_choices[label] }}{% endif %}","Supponiamo {{premise}} Possiamo dedurre che ""{{hypothesis}}""? SÃ¬, no o forse? ||| {% if label !=-1 %}{{ answer_choices[label] }}{% endif %}","Supponiamo {{premise}} Possiamo dedurre che ""{{hypothesis}}""? SÃ¬, no, o forse? ||| {% if label !=-1 %}{{ answer_choices[label] }}{% endif %}","Supponiamo {{premessa}} Possiamo inferire che ""{{ipotesi}}""? Sì, no, o forse? ||| {% if label !=-1 %}{{ answer_choices[label] }}{% endif %}","Supponiamo {{premise}} Possiamo dedurre che ""{{hypothesis}}""? Sì, no, o forse? ||| {% if label !=-1 %}{{ answer_choices[label] }}{% endif %}"
286,based on the previous passage,natural language inference,super_glue_cb.yaml,"{{premise}} Based on the previous passage, is it true that ""{{hypothesis}}""? Yes, no, or maybe? ||| {% if label !=-1 %}{{ answer_choices[label] }}{% endif %}","
{{premise}} Basandosi sul passaggio precedente, Ã¨ vero che ""{{hypothesis}}""? SÃ¬, no, o forse? ||| {% if label !=-1 %}{{ answer_choices[label] }}{% endif %}
","{{premise}} Basato sul passaggio precedente, Ã¨ vero che ""{{hypothesis}}""? SÃ¬, no o forse? ||| {% if label !=-1 %}{{ answer_choices[label] }}{% endif %}","{{premessa}} Basato sul passaggio precedente, Ã¨ vero che ""{{ipotesi}}""? SÃ¬, no o forse? ||| {% if label !=-1 %}{{ answer_choices[label] }}{% endif %}","{{premise}} Basato sul passaggio precedente, Ã¨ vero che ""{{hypothesis}}""? SÃ¬, no, o forse? ||| {% if label !=-1 %}{{ answer_choices[label] }}{% endif %}","{{premessa}} In base al passaggio precedente, è vero che ""{{ipotesi}}""? Sì, no, o forse? ||| {% if label !=-1 %}{{ answer_choices[label] }}{% endif %}","{{premessa}} In base al passaggio precedente, è vero che ""{{ipotesi}}""? Sì, no, o forse? ||| {% if etichetta !=-1 %}{{ scelte_risposte[etichetta] }}{% endif %}"
287,claim true/false/inconclusive,natural language inference,super_glue_cb.yaml,"{{premise}} Based on that information, is the claim: ""{{hypothesis}}"" {{""true""}}, {{""false""}}, or {{""inconclusive""}}? ||| {% if label !=-1 %}{{ answer_choices[label] }}{% endif %}","
{{premise}} Basandosi su questa informazione, possiamo affermare che Ã¨: ""{{hypothesis}}"" {{""vero""}}, {{""falso""}}, o {{""inconclusivo""}}? ||| {% if label !=-1 %}{{ answer_choices[label] }}{% endif %}
","{{premise}} Basato su queste informazioni, l'affermazione: ""{{hypothesis}}"" Ã¨ {{""vera""}}, {{""falsa""}}, o {{""inconcludente""}}? ||| {% if label !=-1 %}{{ answer_choices[label] }}{% endif %}","{{premise}} Basato su queste informazioni, l'affermazione: ""{{hypothesis}}"" {{""vera""}}, {{""falsa""}}, o {{""inconcludente""}}? ||| {% if label !=-1 %}{{ answer_choices[label] }}{% endif %}","{{premise}} Basato su queste informazioni, l'affermazione: ""{{hypothesis}}"" {{""vera""}}, {{""falsa""}}, o {{""inconcludente""}}? ||| {% if label !=-1 %}{{ answer_choices[label] }}{% endif %}","{{premise}} In base a quella informazione, è la affermazione: ""{{hypothesis}}"" {{""vera""}}, {{""falsa""}}, o {{""inconcludente""}}? ||| {% if label !=-1 %}{{ answer_choices[label] }}{% endif %}","{{premessa}} In base a tale informazione, la affermazione: ""{{ipotesi}}"" è {{""vero""}}, {{""falso""}}, o {{""inconclusivo""}}? ||| {% if label !=-1 %}{{ scelte[label] }}{% endif %}"
